,w1,w2,SimRating,w2v_uk1,w2v_big,w2v_ukfull,gloveWG100,gloveTW100
86,ivy,plant,45.0,0.320165574551,0.489926576614,0.342167556286,0.141616101358,0.235076805116
87,river,stream,45.0,0.468529969454,0.547787606716,0.506366729736,0.671142897415,0.396745284255
88,lake,water,45.0,0.34788236022,0.528657853603,0.340399384499,0.62910502172,0.577815484996
89,kittens,kitty,45.0,0.306325614452,0.442638844252,0.461343616247,0.265608718828,0.587174332444
90,snow,snowman,45.0,0.437068074942,0.415832072496,0.449822872877,0.270092342286,0.566312938689
91,dog,terrier,45.0,0.622491955757,0.706930160522,0.615695416927,0.534566080826,0.519496534591
92,daffodils,flowers,45.0,0.846119940281,0.847286880016,0.852840542793,0.482041387233,0.453067909881
93,pond,water,45.0,0.5483725667,0.581252753735,0.54900842905,0.557885161803,0.618109274671
94,show,television,44.0,0.33698195219,0.410490989685,0.324317127466,0.757284655889,0.574123345301
95,handwriting,written,44.0,0.385515153408,0.461944401264,0.430269867182,0.31816186446,0.424369758338
96,flood,water,44.0,0.52311360836,0.49075037241,0.479525893927,0.623888226275,0.585866888986
97,jazz,musicians,44.0,0.744978129864,0.771742045879,0.743893623352,0.738713646006,0.495226141805
98,eagle,feathers,44.0,0.460178881884,0.573116958141,0.501208126545,0.397662658669,0.463409487413
99,grapes,vine,44.0,0.706471145153,0.788968801498,0.714346587658,0.50652524644,0.204052496852
100,birds,hawk,44.0,0.595270514488,0.663005888462,0.549604415894,0.323802546663,0.518553453311
101,clothes,outfit,44.0,0.453797101974,0.483918815851,0.480454295874,0.468136998596,0.686044255379
102,exhibition,museum,44.0,0.665946483612,0.698498010635,0.674682617188,0.725527780696,0.723348852633
103,hand,palm,44.0,0.310430437326,0.473186701536,0.340193837881,0.458386778592,0.503080081657
104,grave,graveyard,44.0,0.599486708641,0.573808968067,0.617552757263,0.504556616844,0.131205507111
105,berry,strawberry,44.0,0.518915295601,0.901598513126,0.587704062462,0.508949845916,0.657849817489
106,forest,oak,44.0,0.415814429522,0.449428826571,0.45839959383,0.589663597084,0.629019382577
107,crochet,knitting,44.0,0.711904764175,0.868961453438,0.81425845623,0.603666186176,0.738829377137
108,birds,eagle,44.0,0.458320170641,0.522201597691,0.469331681728,0.284700397516,0.477152538982
109,canine,puppy,44.0,0.449696034193,0.468650043011,0.519047617912,0.454778711608,0.383310851031
110,bar,cocktail,44.0,0.59775197506,0.594638943672,0.582855701447,0.433468209426,0.564515840003
111,bar,pub,44.0,0.577077805996,0.686096131802,0.595936238766,0.553283955876,0.679741660672
112,sunlight,sunshine,44.0,0.547969281673,0.685338318348,0.632886528969,0.486086624242,0.521966395829
113,apple,fruit,44.0,0.585554778576,0.857644498348,0.598656773567,0.535930798585,0.50876451581
114,sun,sunrise,44.0,0.495332926512,0.625874519348,0.474714577198,0.51134575574,0.64276162343
115,gymnastics,sports,44.0,0.762282192707,0.754952609539,0.742621362209,0.476417573304,0.550793805315
116,sailing,ship,44.0,0.567952394485,0.580782532692,0.605480372906,0.639653459272,0.561276877233
117,beach,sea,44.0,0.687435030937,0.727649986744,0.679548323154,0.460596771158,0.402302055341
118,game,hockey,44.0,0.504535675049,0.595173478127,0.522592782974,0.551520575848,0.662378920019
119,bed,pillow,44.0,0.567887663841,0.619342267513,0.595202445984,0.5741077166,0.668074081506
120,daffodils,tulip,44.0,0.419113099575,0.653605937958,0.456835746765,0.425142526826,0.410396377574
121,flowers,plant,44.0,0.372172176838,0.408088833094,0.388218313456,0.43165846616,0.52797785439
122,fire,smoke,44.0,0.61307477951,0.719646573067,0.597694396973,0.589425470216,0.539143451964
123,canine,dog,44.0,0.468325912952,0.555092871189,0.516179680824,0.587173189769,0.456494606153
124,bracelet,jewelry,44.0,0.595471382141,0.74445271492,0.636070907116,0.432863642315,0.757675250699
125,feline,kitty,44.0,0.277353465557,0.221376895905,0.270574778318,0.262187425782,0.419882870411
126,architecture,building,44.0,0.503570914268,0.54502761364,0.494798600674,0.590906956854,0.650074277891
127,shop,shopping,44.0,0.665980100632,0.684588313103,0.701421260834,0.673673399065,0.723279009391
128,highway,traffic,44.0,0.634313225746,0.633792102337,0.627541303635,0.633922569357,0.714779443615
129,lizard,reptiles,44.0,0.526221930981,0.579402625561,0.508297979832,0.514783352327,0.330993065223
130,music,piano,44.0,0.689305186272,0.7357878685,0.699380874634,0.646878169651,0.549972089426
131,strawberry,sweet,44.0,0.772909939289,0.823223233223,0.800692260265,0.44459961229,0.578097744468
132,snow,winter,44.0,0.644790410995,0.68932145834,0.614252924919,0.681301873459,0.77460253047
133,autumn,spring,44.0,0.887999653816,0.865735650063,0.911697506905,0.822865976956,0.754531079179
134,bacon,meat,44.0,0.656268596649,0.824114561081,0.636910915375,0.568834942981,0.686216100428
135,raspberry,strawberry,44.0,0.834084093571,0.940778613091,0.883431136608,0.624051545094,0.607459506873
136,chipmunk,squirrel,44.0,0.545529305935,0.624880731106,0.554144740105,0.477809474733,0.531299685955
137,coast,harbor,44.0,0.335642904043,0.438345015049,0.281944483519,0.568416037534,0.517357935412
138,dress,skirt,44.0,0.695984125137,0.705408513546,0.690486967564,0.717457505543,0.841823950477
139,sun,sunny,44.0,0.475900501013,0.607476830482,0.469527482986,0.49013206108,0.674185393666
140,lily,tulip,44.0,0.503459811211,0.645895004272,0.540201365948,0.354359836537,0.325140401329
141,grave,gravestone,44.0,0.607736170292,0.653801858425,0.678698480129,0.430082661449,0.0406256769331
142,bright,sunny,44.0,0.554039657116,0.601958692074,0.565838456154,0.595575231584,0.558038939783
143,dandelion,plant,44.0,0.420112937689,0.458788245916,0.423696935177,0.0964123595313,0.402502203476
144,light,sunlight,44.0,0.770282566547,0.804420232773,0.77555668354,0.610711284629,0.531618180147
145,hill,mountain,43.0,0.398739844561,0.754343509674,0.406720250845,0.685805073559,0.731418926746
146,burger,food,43.0,0.393231153488,0.615755677223,0.387003034353,0.409795696411,0.666562661041
147,sea,shore,43.0,0.776368975639,0.7757345438,0.792488694191,0.626732667192,0.447076877374
148,feathers,peacock,43.0,0.409294992685,0.755943775177,0.447334945202,0.507885403353,0.59833760267
149,children,mother,43.0,0.451297223568,0.45968452096,0.491289764643,0.723945422647,0.683248642895
150,night,sunset,43.0,0.56240606308,0.554836452007,0.577955722809,0.504886153218,0.548397516671
151,orange,peel,43.0,0.486317813396,0.762938916683,0.49878180027,0.462726381323,0.482815286646
152,subway,train,43.0,0.655923962593,0.663140833378,0.628466725349,0.713381480883,0.438880812406
153,camera,lens,43.0,0.714534342289,0.756789982319,0.733945131302,0.543593242459,0.677736347758
154,daisy,petals,43.0,0.43707844615,0.64712458849,0.420693457127,0.352852308557,0.358238458638
155,aircraft,wing,43.0,0.37233453989,0.31013199687,0.344770014286,0.46773210129,0.343518890318
156,bloom,flowers,43.0,0.447014451027,0.750001192093,0.475534886122,0.620823872019,0.546068488183
157,clothes,jacket,43.0,0.691234230995,0.683646202087,0.654218256474,0.601538127692,0.635762477276
158,dinner,restaurant,43.0,0.585941970348,0.600662231445,0.610930800438,0.636897490777,0.676261198411
159,swim,swimming,43.0,0.630007207394,0.649960517883,0.667854487896,0.771673511999,0.874340943323
160,cemetery,gravestone,43.0,0.611243963242,0.5431188941,0.466626316309,0.473486262305,0.419064582179
161,cigarette,smoke,43.0,0.606289684772,0.69119477272,0.683141648769,0.582605190838,0.681622749665
162,shirt,skirt,43.0,0.748073577881,0.75266957283,0.722609996796,0.616611903888,0.662943859425
163,baby,pregnant,43.0,0.461113631725,0.549473941326,0.485262811184,0.698674472162,0.552140478734
164,cherry,fruit,43.0,0.657394647598,0.818371593952,0.688621461391,0.5872093643,0.571604486201
165,beef,meat,43.0,0.891465842724,0.906389534473,0.893634676933,0.83968596214,0.776469018137
166,blossom,daffodils,43.0,0.761669993401,0.765174388885,0.749029040337,0.383439391182,0.380806091346
167,bloom,blossom,43.0,0.586537718773,0.822288811207,0.570155203342,0.587554826234,0.608290093149
168,maple,oak,43.0,0.686676979065,0.801100552082,0.685390949249,0.586185976284,0.659855273914
169,frost,winter,43.0,0.4278883636,0.666734933853,0.43208065629,0.481884177348,0.508802084137
170,colour,pink,43.0,0.556393802166,0.646622896194,0.545330405235,0.600968906298,0.663612194239
171,dog,poodle,43.0,0.575463116169,0.647052049637,0.64814209938,0.525648228694,0.591818132665
172,lantern,light,43.0,0.494781434536,0.582455873489,0.511631906033,0.419260117873,0.553414745687
173,coast,sea,43.0,0.592954337597,0.596774756908,0.627360641956,0.697338264608,0.304697873438
174,tunnel,underground,43.0,0.490372925997,0.553025066853,0.592673659325,0.597488136596,0.477676325852
175,dog,pets,43.0,0.543199002743,0.584892988205,0.476943433285,0.598880808436,0.647578421769
176,hair,haircut,43.0,0.42954185605,0.554854214191,0.46835771203,0.496908939802,0.755212362834
177,day,sunset,43.0,0.362982451916,0.389887064695,0.381503105164,0.4550242234,0.46368828245
178,bikini,swimsuit,43.0,0.758020997047,0.833081007004,0.673978507519,0.56514440006,0.672962359614
179,rail,railway,43.0,0.637916564941,0.737199068069,0.68192756176,0.853186161143,0.62845285482
180,art,museum,43.0,0.624696731567,0.594880580902,0.646074056625,0.791602386533,0.692112502723
181,painting,portrait,43.0,0.626317560673,0.655960083008,0.648357987404,0.746862676692,0.746785795909
182,dress,wedding,43.0,0.652250766754,0.695338845253,0.637741088867,0.629999673332,0.691257270842
183,poodle,puppy,43.0,0.498527556658,0.554983973503,0.560213446617,0.60102145874,0.624963918226
184,port,ship,43.0,0.450573563576,0.54379338026,0.487289339304,0.636209259889,0.406063627976
185,bloom,tulip,43.0,0.272165924311,0.546232759953,0.371345043182,0.265470187289,0.464787599396
186,cold,winter,43.0,0.554409742355,0.65581715107,0.556112170219,0.654147559182,0.731427023065
187,bakery,cake,43.0,0.518740057945,0.567893505096,0.546946108341,0.463316303309,0.632345739244
188,building,roof,43.0,0.541449844837,0.609161496162,0.542235553265,0.63281190951,0.642343202504
189,iron,steel,43.0,0.676050066948,0.770392477512,0.679974198341,0.797049338846,0.674094379016
190,birds,stork,43.0,0.52577650547,0.628144264221,0.553104579449,0.283864815305,0.101217020396
191,lily,plant,43.0,0.209189519286,0.411822497845,0.25432613492,0.229970256192,0.272484492229
192,eat,food,43.0,0.548763155937,0.619545578957,0.564423143864,0.630266109615,0.810831313989
193,bathroom,kitchen,43.0,0.874383449554,0.910777032375,0.87335306406,0.789230896641,0.799761695531
194,jazz,music,43.0,0.823937535286,0.854170441628,0.850202620029,0.75700968538,0.641302510051
195,fabric,wool,43.0,0.698369681835,0.688032090664,0.717703163624,0.653722529552,0.645547197584
196,aquarium,tank,43.0,0.360282510519,0.510897278786,0.411306232214,0.317910067665,0.441297838813
197,fire,flame,43.0,0.548721551895,0.649302244186,0.587464511395,0.454663397113,0.644458501058
198,bloom,rose,43.0,0.381518810987,0.36503380537,0.380826950073,0.242251239209,0.540843891098
199,leaf,nature,43.0,0.0215363875031,0.0891565307975,-0.0179609395564,0.173514076708,0.432599575578
200,town,village,43.0,0.83509349823,0.892332434654,0.845628023148,0.860957933347,0.645723140476
201,apple,orange,43.0,0.602383673191,0.826230347157,0.614241123199,0.500703975408,0.575617068052
202,dawn,sunrise,43.0,0.632282912731,0.812108755112,0.641196787357,0.583530078319,0.505533549068
203,engine,gasoline,43.0,0.369826585054,0.533392071724,0.374267548323,0.429088372566,0.381069598229
204,oak,tree,43.0,0.625047266483,0.605607450008,0.627987980843,0.638796182294,0.621983820632
205,guitar,piano,43.0,0.882106006145,0.905084252357,0.891315877438,0.777746599726,0.817125829817
206,chocolate,dessert,43.0,0.846766531467,0.868305921555,0.882742643356,0.738676836305,0.661341308355
207,cat,paws,43.0,0.483965396881,0.567474901676,0.551460564137,0.452591806929,0.529154693631
208,birds,goose,43.0,0.604662120342,0.587352514267,0.606882870197,0.384588011925,0.410711327866
209,blue,sky,43.0,0.603704273701,0.639784812927,0.574964225292,0.626065714983,0.658951586888
210,pool,swim,43.0,0.509334564209,0.478484541178,0.524778783321,0.48992445852,0.686083615075
211,bracelet,necklace,42.0,0.82903689146,0.888527929783,0.879690825939,0.728458139092,0.920515541314
212,fruit,salad,42.0,0.87500590086,0.877758860588,0.849113643169,0.581960832743,0.710279756687
213,eggs,nest,42.0,0.465710520744,0.514452397823,0.462326973677,0.657541473508,0.502080019504
214,boat,sailing,42.0,0.76381534338,0.738245069981,0.755331635475,0.761052428793,0.65470317507
215,birds,crow,42.0,0.459875017405,0.508202850819,0.511425197124,0.373438533403,0.364760088488
216,birds,flamingo,42.0,0.542710483074,0.689807415009,0.51663517952,0.161253726121,0.328938180548
217,day,sunshine,42.0,0.394107103348,0.398408442736,0.385367006063,0.397268515549,0.572646587234
218,hockey,sports,42.0,0.725132465363,0.737973570824,0.712196350098,0.619338168503,0.735432715045
219,burger,eat,42.0,0.485600322485,0.639916837215,0.486120790243,0.391889899034,0.635409502166
220,fruit,raspberry,42.0,0.787528216839,0.852012574673,0.80971801281,0.509363004762,0.535643155441
221,lunch,sandwich,42.0,0.471381247044,0.563473880291,0.488528251648,0.546928537216,0.665335899261
222,feet,toes,42.0,0.587020576,0.636078119278,0.624434113503,0.589432222865,0.811195680723
223,baby,mother,42.0,0.613282501698,0.639089524746,0.647499322891,0.696920590761,0.654187369203
224,amphibians,frog,42.0,0.331413835287,0.513900399208,0.408240109682,0.37561552374,0.175706896305
225,burn,fire,42.0,0.290266901255,0.436750531197,0.300406932831,0.537495122278,0.691773507381
226,hockey,ice,42.0,0.345565080643,0.391849130392,0.364797323942,0.62254063246,0.472638593118
227,cold,frozen,42.0,0.622621357441,0.62668132782,0.606108546257,0.565531933174,0.582845643276
228,oak,wood,42.0,0.729621648788,0.815511584282,0.727086007595,0.637657627074,0.730754921788
229,photographer,photography,42.0,0.543526828289,0.599720537663,0.649685740471,0.656097321643,0.754241147458
230,man,women,42.0,0.360293090343,0.360166072845,0.373922616243,0.530366191159,0.558117278774
231,hair,redhead,42.0,0.203852042556,0.367785096169,0.253564536572,0.273903630875,0.377349821622
232,harbor,port,42.0,0.205860152841,0.296254307032,0.255954027176,0.584620202566,0.469898587499
233,pug,puppy,42.0,0.481090128422,0.514159560204,0.487895548344,0.625952319036,0.78609616782
234,sunrise,sunset,42.0,0.795273780823,0.892289876938,0.82867616415,0.803128220729,0.867813942415
235,leather,shoes,42.0,0.759941637516,0.794688642025,0.805494308472,0.739707227971,0.66926212596
236,beach,shore,42.0,0.722265601158,0.774036586285,0.751986682415,0.619264840318,0.536834918467
237,color,red,42.0,0.251915603876,0.383471757174,0.328658431768,0.594629933067,0.665178849815
238,painted,painting,42.0,0.597844541073,0.622224211693,0.573244333267,0.751829977434,0.779365364331
239,storm,wind,42.0,0.657781898975,0.618920207024,0.617308318615,0.666239801511,0.74102315786
240,color,violet,42.0,0.24651876092,0.334801971912,0.283716738224,0.431892561133,0.485323455923
241,rain,wet,42.0,0.669329106808,0.757196485996,0.719712495804,0.682930989962,0.606788922658
242,diner,eat,42.0,0.149497538805,0.245010212064,0.153546839952,0.323926236121,0.393033887148
243,bed,bedroom,42.0,0.651856660843,0.7341979146,0.708023011684,0.691537487411,0.64158553077
244,guitar,musicians,42.0,0.632529854774,0.614598751068,0.631753921509,0.608974967757,0.445714718069
245,petals,rose,42.0,0.44250535965,0.419029653072,0.43497055769,0.296991141215,0.503282794036
246,rail,subway,42.0,0.484540313482,0.593800902367,0.560270428658,0.696616067043,0.413468017896
247,holiday,vacation,42.0,0.811131477356,0.88579750061,0.82460385561,0.709156062612,0.78997920213
248,bed,sleep,42.0,0.551408469677,0.560428977013,0.544425189495,0.652433624026,0.823962662453
249,cigarette,smoking,42.0,0.544770479202,0.58874219656,0.61290961504,0.718602970042,0.703345878493
250,airplane,plane,42.0,0.548639059067,0.630963623524,0.646244287491,0.865175305644,0.777812904929
251,daffodils,plant,42.0,0.427030056715,0.389502763748,0.44542580843,0.163176205661,0.158997916521
252,diner,kitchen,42.0,0.761238515377,0.77900159359,0.78144043684,0.526377998614,0.457646822577
253,coins,silver,42.0,0.612492978573,0.632590889931,0.622434973717,0.571282275894,0.437877816056
254,cake,chocolate,42.0,0.882202982903,0.888876736164,0.879634797573,0.789311323678,0.751507521382
255,evening,night,42.0,0.778875589371,0.800879180431,0.78393393755,0.842907055423,0.795820797783
256,race,racing,42.0,0.658504545689,0.725119948387,0.678009986877,0.68276578438,0.665734572773
257,flight,flying,42.0,0.645890235901,0.627070248127,0.679079413414,0.743038378475,0.70373805579
258,face,lips,42.0,0.567164242268,0.611542761326,0.560670614243,0.439861014856,0.613461120863
259,berry,raspberry,42.0,0.494360268116,0.896091997623,0.530295372009,0.474696558267,0.622401157154
260,lamp,light,42.0,0.656889438629,0.724013209343,0.6981523633,0.548947608016,0.651090053336
261,birds,nest,42.0,0.621597468853,0.721750199795,0.690497815609,0.580151391595,0.511665797523
262,mother,pregnant,42.0,0.457371413708,0.553239762783,0.462221741676,0.720453777207,0.64133771493
263,animals,pets,42.0,0.496500223875,0.667462348938,0.523634374142,0.721708282797,0.752540371178
264,butterfly,insects,42.0,0.487047225237,0.621198773384,0.59358394146,0.351964587547,0.486550528857
265,sky,sunrise,42.0,0.57338142395,0.65006840229,0.548526644707,0.518138119352,0.579857719656
266,canine,husky,42.0,0.370051503181,0.428100526333,0.374717384577,0.227025555987,0.369051245622
267,food,meat,42.0,0.812235355377,0.84717977047,0.790098488331,0.713823897331,0.742363421899
268,cloud,sky,42.0,0.555149078369,0.793102443218,0.662714719772,0.619891518973,0.616149580591
269,crow,feathers,42.0,0.368807047606,0.552791774273,0.418179005384,0.342407144042,0.389885153464
270,blossom,flowers,42.0,0.735827445984,0.813044667244,0.802075266838,0.510950122876,0.558335860612
271,splash,swim,42.0,0.454115271568,0.376918375492,0.485625237226,0.358446828528,0.487335990158
272,band,musicians,42.0,0.648213148117,0.658801496029,0.647716641426,0.679117156162,0.506214037531
273,cactus,plant,42.0,0.491252154112,0.572539806366,0.514928877354,0.299115984324,0.452008624031
274,eagle,hawk,42.0,0.811209142208,0.779631853104,0.844448208809,0.537323503591,0.687091840574
275,harbour,sea,42.0,0.701918005943,0.745009541512,0.737214624882,0.567714457486,0.268811636627
276,flowers,foliage,42.0,0.810465812683,0.853527128696,0.832401096821,0.660096731952,0.412721271396
277,red,violet,42.0,0.641400098801,0.788517177105,0.666591048241,0.43115577705,0.529708606187
278,music,sing,42.0,0.487450778484,0.546858668327,0.532133162022,0.533569646765,0.514559652965
279,breakfast,morning,42.0,0.443909317255,0.537584781647,0.439919888973,0.568174217521,0.66499063668
280,cafe,restaurant,42.0,0.795502662659,0.849319458008,0.811071515083,0.828657204457,0.728418579056
281,beach,coast,42.0,0.624110400677,0.686802625656,0.652745306492,0.57164513194,0.649085372433
282,puddle,splash,42.0,0.493741124868,0.611302435398,0.581427097321,0.410106489151,0.425050804249
283,birds,pelican,42.0,0.424080342054,0.423588991165,0.456554740667,0.25700981224,0.291001336093
284,clothes,socks,42.0,0.679776072502,0.808096528053,0.757545828819,0.662019729898,0.747224430634
285,amphibians,lizard,41.0,0.504517257214,0.527991533279,0.554499089718,0.449349346054,0.147636661783
286,daughter,son,41.0,0.892516553402,0.928526699543,0.887146115303,0.864884280241,0.357678974269
287,car,motor,41.0,0.698591768742,0.675296962261,0.71311545372,0.615755399703,0.509941832787
288,amphibians,reptiles,41.0,0.901905298233,0.889575600624,0.84991300106,0.93570193863,0.667183999572
